Product Type: Litetrack RF-40
Product ID: 33452
Firmware Version: V8.107.0

GMT Time,ODBA,Temperature [C]
11/30/2021 10:00:00 PM,276,19.0
11/30/2021 10:05:00 PM,385,18.5
11/30/2021 10:10:00 PM,439,18.0
11/30/2021 10:15:00 PM,447,18.5
11/30/2021 10:20:00 PM,537,17.0
11/30/2021 10:25:00 PM,426,16.5
11/30/2021 10:30:00 PM,520,17.0
11/30/2021 10:35:00 PM,430,16.0
11/30/2021 10:40:00 PM,509,15.0
11/30/2021 10:45:00 PM,428,15.5
11/30/2021 10:50:00 PM,420,15.5
11/30/2021 10:55:00 PM,337,16.0
11/30/2021 11:00:00 PM,266,16.5
11/30/2021 11:05:00 PM,295,18.5
11/30/2021 11:10:00 PM,467,17.5
11/30/2021 11:15:00 PM,368,18.0
11/30/2021 11:20:00 PM,283,18.0
11/30/2021 11:25:00 PM,323,18.5
11/30/2021 11:30:00 PM,307,20.5
11/30/2021 11:35:00 PM,13,25.5
11/30/2021 11:40:00 PM,7,29.0
11/30/2021 11:45:00 PM,9,31.5
11/30/2021 11:50:00 PM,6,31.0
11/30/2021 11:55:00 PM,17,31.5
12/1/2021 12:00:00 AM,17,32.5
12/1/2021 12:05:00 AM,7,33.0
12/1/2021 12:10:00 AM,17,33.0
12/1/2021 12:15:00 AM,7,33.0
12/1/2021 12:20:00 AM,14,32.0
12/1/2021 12:25:00 AM,9,31.5
12/1/2021 12:30:00 AM,6,32.0
12/1/2021 12:35:00 AM,18,31.5
12/1/2021 12:40:00 AM,10,30.5
12/1/2021 12:45:00 AM,13,29.5
12/1/2021 12:50:00 AM,6,29.0
12/1/2021 12:55:00 AM,16,29.0
12/1/2021 1:00:00 AM,31,29.0
12/1/2021 1:05:00 AM,9,30.0
12/1/2021 1:10:00 AM,7,31.0
12/1/2021 1:15:00 AM,14,31.0
12/1/2021 1:20:00 AM,26,31.0
12/1/2021 1:25:00 AM,7,31.0
12/1/2021 1:30:00 AM,7,31.0
12/1/2021 1:35:00 AM,8,31.0
12/1/2021 1:40:00 AM,10,32.5
12/1/2021 1:45:00 AM,7,33.0
12/1/2021 1:50:00 AM,7,33.5
12/1/2021 1:55:00 AM,9,33.5
12/1/2021 2:00:00 AM,10,34.0
12/1/2021 2:05:00 AM,7,34.0
12/1/2021 2:10:00 AM,7,34.0
12/1/2021 2:15:00 AM,7,34.5
12/1/2021 2:20:00 AM,11,34.5
12/1/2021 2:25:00 AM,7,34.5
12/1/2021 2:30:00 AM,7,34.5
12/1/2021 2:35:00 AM,11,34.0
12/1/2021 2:40:00 AM,16,34.5
12/1/2021 2:45:00 AM,11,35.0
12/1/2021 2:50:00 AM,8,35.0
12/1/2021 2:55:00 AM,7,35.0
12/1/2021 3:00:00 AM,9,35.5
12/1/2021 3:05:00 AM,8,35.0
12/1/2021 3:10:00 AM,7,35.0
12/1/2021 3:15:00 AM,9,35.5
12/1/2021 3:20:00 AM,9,35.5
12/1/2021 3:25:00 AM,8,35.0
12/1/2021 3:30:00 AM,19,35.0
12/1/2021 3:35:00 AM,30,32.5
12/1/2021 3:40:00 AM,8,32.0
12/1/2021 3:45:00 AM,8,32.0
12/1/2021 3:50:00 AM,9,32.0
12/1/2021 3:55:00 AM,15,31.5
12/1/2021 4:00:00 AM,10,30.0
12/1/2021 4:05:00 AM,7,29.0
12/1/2021 4:10:00 AM,10,29.0
12/1/2021 4:15:00 AM,10,29.0
12/1/2021 4:20:00 AM,15,28.5
12/1/2021 4:25:00 AM,8,29.0
12/1/2021 4:30:00 AM,7,29.0
12/1/2021 4:35:00 AM,8,29.0
12/1/2021 4:40:00 AM,18,29.0
12/1/2021 4:45:00 AM,15,29.5
12/1/2021 4:50:00 AM,21,29.5
12/1/2021 4:55:00 AM,7,30.0
12/1/2021 5:00:00 AM,7,31.0
12/1/2021 5:05:00 AM,7,30.5
12/1/2021 5:10:00 AM,9,30.5
12/1/2021 5:15:00 AM,74,30.0
12/1/2021 5:20:00 AM,157,31.0
12/1/2021 5:25:00 AM,56,32.0
12/1/2021 5:30:00 AM,7,34.0
12/1/2021 5:35:00 AM,11,34.5
12/1/2021 5:40:00 AM,7,35.0
12/1/2021 5:45:00 AM,8,35.5
12/1/2021 5:50:00 AM,10,35.0
12/1/2021 5:55:00 AM,26,35.0
12/1/2021 6:00:00 AM,371,27.5
12/1/2021 6:05:00 AM,228,23.0
12/1/2021 6:10:00 AM,178,20.5
12/1/2021 6:15:00 AM,187,19.5
12/1/2021 6:20:00 AM,196,19.0
12/1/2021 6:25:00 AM,195,18.0
12/1/2021 6:30:00 AM,181,18.5
12/1/2021 6:35:00 AM,175,18.0
12/1/2021 6:40:00 AM,182,18.0
12/1/2021 6:45:00 AM,288,16.0
12/1/2021 6:50:00 AM,316,13.5
12/1/2021 6:55:00 AM,286,13.0
12/1/2021 7:00:00 AM,222,15.0
12/1/2021 7:05:00 AM,242,14.5
12/1/2021 7:10:00 AM,179,14.5
12/1/2021 7:15:00 AM,286,14.5
12/1/2021 7:20:00 AM,160,23.0
12/1/2021 7:25:00 AM,8,28.5
12/1/2021 7:30:00 AM,7,32.0
12/1/2021 7:35:00 AM,6,33.0
12/1/2021 7:40:00 AM,7,33.5
12/1/2021 7:45:00 AM,8,34.5
12/1/2021 7:50:00 AM,9,34.5
12/1/2021 7:55:00 AM,28,34.0
12/1/2021 8:00:00 AM,9,34.0
12/1/2021 8:05:00 AM,8,34.5
12/1/2021 8:10:00 AM,8,34.5
12/1/2021 8:15:00 AM,9,35.0
12/1/2021 8:20:00 AM,8,35.0
12/1/2021 8:25:00 AM,8,35.0
12/1/2021 8:30:00 AM,8,35.0
12/1/2021 8:35:00 AM,10,35.5
12/1/2021 8:40:00 AM,8,35.5
12/1/2021 8:45:00 AM,9,35.5
12/1/2021 8:50:00 AM,9,35.0
12/1/2021 8:55:00 AM,9,34.5
12/1/2021 9:00:00 AM,76,35.0
12/1/2021 9:05:00 AM,10,34.5
12/1/2021 9:10:00 AM,7,34.5
12/1/2021 9:15:00 AM,7,35.0
12/1/2021 9:20:00 AM,9,35.0
12/1/2021 9:25:00 AM,7,35.5
12/1/2021 9:30:00 AM,10,35.0
12/1/2021 9:35:00 AM,12,35.0
12/1/2021 9:40:00 AM,14,35.0
12/1/2021 9:45:00 AM,9,35.0
12/1/2021 9:50:00 AM,10,34.5
12/1/2021 9:55:00 AM,6,34.0
12/1/2021 10:00:00 AM,8,33.0
12/1/2021 10:05:00 AM,9,33.5
12/1/2021 10:10:00 AM,7,33.5
12/1/2021 10:15:00 AM,7,33.5
12/1/2021 10:20:00 AM,12,33.5
12/1/2021 10:25:00 AM,9,34.0
12/1/2021 10:30:00 AM,8,34.0
12/1/2021 10:35:00 AM,19,34.0
12/1/2021 10:40:00 AM,30,33.0
12/1/2021 10:45:00 AM,10,34.0
12/1/2021 10:50:00 AM,7,34.0
12/1/2021 10:55:00 AM,7,34.5
12/1/2021 11:00:00 AM,8,34.5
12/1/2021 11:05:00 AM,8,35.0
12/1/2021 11:10:00 AM,7,35.0
12/1/2021 11:15:00 AM,7,35.0
12/1/2021 11:20:00 AM,11,35.0
12/1/2021 11:25:00 AM,9,35.0
12/1/2021 11:30:00 AM,7,35.0
12/1/2021 11:35:00 AM,9,35.0
12/1/2021 11:40:00 AM,9,34.5
12/1/2021 11:45:00 AM,9,34.5
12/1/2021 11:50:00 AM,9,34.5
12/1/2021 11:55:00 AM,8,34.5
12/1/2021 12:00:00 PM,8,34.5
12/1/2021 12:05:00 PM,11,34.5
12/1/2021 12:10:00 PM,8,34.5
12/1/2021 12:15:00 PM,20,34.0
12/1/2021 12:20:00 PM,65,32.0
12/1/2021 12:25:00 PM,62,32.0
12/1/2021 12:30:00 PM,7,33.5
12/1/2021 12:35:00 PM,7,34.5
12/1/2021 12:40:00 PM,8,34.5
12/1/2021 12:45:00 PM,7,35.5
12/1/2021 12:50:00 PM,9,35.0
12/1/2021 12:55:00 PM,8,35.0
12/1/2021 1:00:00 PM,8,36.5
12/1/2021 1:05:00 PM,10,36.0
12/1/2021 1:10:00 PM,8,36.0
12/1/2021 1:15:00 PM,9,35.5
12/1/2021 1:20:00 PM,12,35.5
12/1/2021 1:25:00 PM,17,36.0
12/1/2021 1:30:00 PM,30,35.5
12/1/2021 1:35:00 PM,11,35.5
12/1/2021 1:40:00 PM,7,36.0
12/1/2021 1:45:00 PM,7,36.0
12/1/2021 1:50:00 PM,7,36.0
12/1/2021 1:55:00 PM,8,36.5
12/1/2021 2:00:00 PM,133,35.0
12/1/2021 2:05:00 PM,203,32.0
12/1/2021 2:10:00 PM,279,32.0
12/1/2021 2:15:00 PM,306,29.0
12/1/2021 2:20:00 PM,442,20.0
12/1/2021 2:25:00 PM,343,15.5
12/1/2021 2:30:00 PM,390,13.5
12/1/2021 2:35:00 PM,349,12.5
12/1/2021 2:40:00 PM,416,12.0
12/1/2021 2:45:00 PM,341,14.0
12/1/2021 2:50:00 PM,399,13.5
12/1/2021 2:55:00 PM,466,13.5
12/1/2021 3:00:00 PM,463,14.5
12/1/2021 3:05:00 PM,220,16.5
12/1/2021 3:10:00 PM,137,19.0
12/1/2021 3:15:00 PM,273,17.0
12/1/2021 3:20:00 PM,449,14.0
12/1/2021 3:25:00 PM,496,12.5
12/1/2021 3:30:00 PM,506,13.5
12/1/2021 3:35:00 PM,253,13.5
12/1/2021 3:40:00 PM,274,14.5
12/1/2021 3:45:00 PM,364,13.0
12/1/2021 3:50:00 PM,402,12.5
12/1/2021 3:55:00 PM,451,12.0
12/1/2021 4:00:00 PM,537,12.0
12/1/2021 4:05:00 PM,449,11.0
12/1/2021 4:10:00 PM,258,12.5
12/1/2021 4:15:00 PM,188,14.5
12/1/2021 4:20:00 PM,501,12.5
12/1/2021 4:25:00 PM,632,11.5
12/1/2021 4:30:00 PM,454,13.5
12/1/2021 4:35:00 PM,326,15.0
12/1/2021 4:40:00 PM,461,13.5
12/1/2021 4:45:00 PM,496,15.5
12/1/2021 4:50:00 PM,157,18.5
12/1/2021 4:55:00 PM,159,21.0
12/1/2021 5:00:00 PM,175,23.5
12/1/2021 5:05:00 PM,18,27.5
12/1/2021 5:10:00 PM,8,30.0
12/1/2021 5:15:00 PM,8,32.5
12/1/2021 5:20:00 PM,28,33.0
12/1/2021 5:25:00 PM,7,33.5
12/1/2021 5:30:00 PM,6,33.5
12/1/2021 5:35:00 PM,7,33.5
12/1/2021 5:40:00 PM,26,31.5
12/1/2021 5:45:00 PM,8,29.5
12/1/2021 5:50:00 PM,12,30.0
12/1/2021 5:55:00 PM,29,29.5
12/1/2021 6:00:00 PM,16,31.5
12/1/2021 6:05:00 PM,19,32.5
12/1/2021 6:10:00 PM,7,33.0
12/1/2021 6:15:00 PM,11,33.5
12/1/2021 6:20:00 PM,8,33.0
12/1/2021 6:25:00 PM,20,33.0
12/1/2021 6:30:00 PM,12,32.5
12/1/2021 6:35:00 PM,21,33.0
12/1/2021 6:40:00 PM,13,32.5
12/1/2021 6:45:00 PM,30,31.5
12/1/2021 6:50:00 PM,7,28.5
12/1/2021 6:55:00 PM,11,29.0
12/1/2021 7:00:00 PM,10,28.0
12/1/2021 7:05:00 PM,32,27.5
12/1/2021 7:10:00 PM,26,29.5
12/1/2021 7:15:00 PM,14,30.0
12/1/2021 7:20:00 PM,15,29.5
12/1/2021 7:25:00 PM,35,31.0
12/1/2021 7:30:00 PM,7,31.5
12/1/2021 7:35:00 PM,7,32.5
12/1/2021 7:40:00 PM,15,32.0
12/1/2021 7:45:00 PM,8,32.5
12/1/2021 7:50:00 PM,38,33.0
12/1/2021 7:55:00 PM,12,33.5
12/1/2021 8:00:00 PM,15,34.0
12/1/2021 8:05:00 PM,8,34.5
12/1/2021 8:10:00 PM,10,34.0
12/1/2021 8:15:00 PM,16,34.0
12/1/2021 8:20:00 PM,9,34.5
12/1/2021 8:25:00 PM,7,35.0
12/1/2021 8:30:00 PM,11,35.0
12/1/2021 8:35:00 PM,27,34.5
12/1/2021 8:40:00 PM,25,32.5
12/1/2021 8:45:00 PM,7,32.5
12/1/2021 8:50:00 PM,37,31.5
12/1/2021 8:55:00 PM,36,31.0
12/1/2021 9:00:00 PM,15,32.5
12/1/2021 9:05:00 PM,7,31.5
12/1/2021 9:10:00 PM,8,31.0
12/1/2021 9:15:00 PM,21,30.5
12/1/2021 9:20:00 PM,59,29.5
12/1/2021 9:25:00 PM,36,30.0
12/1/2021 9:30:00 PM,14,32.0
12/1/2021 9:35:00 PM,8,32.5
12/1/2021 9:40:00 PM,8,33.0
12/1/2021 9:45:00 PM,19,33.5
12/1/2021 9:50:00 PM,8,31.0
12/1/2021 9:55:00 PM,14,31.5
12/1/2021 10:00:00 PM,7,32.0
12/1/2021 10:05:00 PM,15,31.5
12/1/2021 10:10:00 PM,10,31.5
12/1/2021 10:15:00 PM,17,31.5
12/1/2021 10:20:00 PM,7,31.0
12/1/2021 10:25:00 PM,32,32.0
12/1/2021 10:30:00 PM,37,31.0
12/1/2021 10:35:00 PM,23,31.0
12/1/2021 10:40:00 PM,11,32.5
12/1/2021 10:45:00 PM,11,33.0
12/1/2021 10:50:00 PM,85,33.0
12/1/2021 10:55:00 PM,271,29.5
12/1/2021 11:00:00 PM,40,29.5
12/1/2021 11:05:00 PM,303,25.0
12/1/2021 11:10:00 PM,384,22.5
12/1/2021 11:15:00 PM,297,22.0
12/1/2021 11:20:00 PM,343,20.5
12/1/2021 11:25:00 PM,381,20.0
12/1/2021 11:30:00 PM,297,20.0
12/1/2021 11:35:00 PM,182,20.0
12/1/2021 11:40:00 PM,356,19.0
12/1/2021 11:45:00 PM,326,19.0
12/1/2021 11:50:00 PM,464,18.0
12/1/2021 11:55:00 PM,209,18.5
12/2/2021 12:00:00 AM,402,19.5
12/2/2021 12:05:00 AM,389,18.0
12/2/2021 12:10:00 AM,191,19.0
12/2/2021 12:15:00 AM,390,18.0
12/2/2021 12:20:00 AM,415,18.0
12/2/2021 12:25:00 AM,505,17.0
12/2/2021 12:30:00 AM,382,17.5
12/2/2021 12:35:00 AM,225,17.5
12/2/2021 12:40:00 AM,509,16.5
12/2/2021 12:45:00 AM,295,18.5
12/2/2021 12:50:00 AM,454,16.0
12/2/2021 12:55:00 AM,509,15.5
12/2/2021 1:00:00 AM,367,15.5
12/2/2021 1:05:00 AM,353,15.0
12/2/2021 1:10:00 AM,367,15.5
12/2/2021 1:15:00 AM,300,15.5
12/2/2021 1:20:00 AM,369,16.0
12/2/2021 1:25:00 AM,169,18.5
12/2/2021 1:30:00 AM,339,18.5
12/2/2021 1:35:00 AM,501,16.5
12/2/2021 1:40:00 AM,422,16.5
12/2/2021 1:45:00 AM,151,19.0
12/2/2021 1:50:00 AM,146,22.0
12/2/2021 1:55:00 AM,11,27.0
12/2/2021 2:00:00 AM,6,31.5
12/2/2021 2:05:00 AM,21,31.5
12/2/2021 2:10:00 AM,8,31.5
12/2/2021 2:15:00 AM,9,32.0
12/2/2021 2:20:00 AM,27,32.0
12/2/2021 2:25:00 AM,9,33.0
12/2/2021 2:30:00 AM,9,33.0
12/2/2021 2:35:00 AM,7,33.5
12/2/2021 2:40:00 AM,17,33.5
12/2/2021 2:45:00 AM,7,34.0
12/2/2021 2:50:00 AM,7,34.0
12/2/2021 2:55:00 AM,7,34.0
12/2/2021 3:00:00 AM,21,34.0
12/2/2021 3:05:00 AM,7,34.5
12/2/2021 3:10:00 AM,7,34.5
12/2/2021 3:15:00 AM,8,34.5
12/2/2021 3:20:00 AM,17,34.0
12/2/2021 3:25:00 AM,20,33.5
12/2/2021 3:30:00 AM,7,34.0
12/2/2021 3:35:00 AM,8,34.0
12/2/2021 3:40:00 AM,9,34.0
12/2/2021 3:45:00 AM,9,34.5
12/2/2021 3:50:00 AM,9,34.0
12/2/2021 3:55:00 AM,9,34.0
12/2/2021 4:00:00 AM,16,34.0
12/2/2021 4:05:00 AM,8,34.5
12/2/2021 4:10:00 AM,9,34.5
12/2/2021 4:15:00 AM,7,34.5
12/2/2021 4:20:00 AM,7,34.5
12/2/2021 4:25:00 AM,7,35.0
12/2/2021 4:30:00 AM,15,35.0
12/2/2021 4:35:00 AM,10,34.0
12/2/2021 4:40:00 AM,7,34.0
12/2/2021 4:45:00 AM,6,34.0
12/2/2021 4:50:00 AM,7,34.0
12/2/2021 4:55:00 AM,9,34.0
12/2/2021 5:00:00 AM,8,34.5
12/2/2021 5:05:00 AM,7,34.0
12/2/2021 5:10:00 AM,7,34.5
12/2/2021 5:15:00 AM,15,34.0
12/2/2021 5:20:00 AM,10,33.5
12/2/2021 5:25:00 AM,7,32.5
12/2/2021 5:30:00 AM,15,32.0
12/2/2021 5:35:00 AM,16,30.0
12/2/2021 5:40:00 AM,7,28.0
12/2/2021 5:45:00 AM,15,28.0
12/2/2021 5:50:00 AM,8,28.5
12/2/2021 5:55:00 AM,8,29.5
12/2/2021 6:00:00 AM,14,31.5
12/2/2021 6:05:00 AM,14,32.5
12/2/2021 6:10:00 AM,7,32.5
12/2/2021 6:15:00 AM,17,33.5
12/2/2021 6:20:00 AM,14,34.0
12/2/2021 6:25:00 AM,7,34.0
12/2/2021 6:30:00 AM,13,34.5
12/2/2021 6:35:00 AM,8,34.5
12/2/2021 6:40:00 AM,30,34.0
12/2/2021 6:45:00 AM,104,31.0
12/2/2021 6:50:00 AM,328,25.0
12/2/2021 6:55:00 AM,327,21.5
12/2/2021 7:00:00 AM,183,22.0
12/2/2021 7:05:00 AM,143,21.0
12/2/2021 7:10:00 AM,468,19.5
12/2/2021 7:15:00 AM,28,24.5
12/2/2021 7:20:00 AM,7,29.0
12/2/2021 7:25:00 AM,12,32.0
12/2/2021 7:30:00 AM,8,33.0
12/2/2021 7:35:00 AM,9,32.5
12/2/2021 7:40:00 AM,8,32.0
12/2/2021 7:45:00 AM,7,32.0
12/2/2021 7:50:00 AM,19,31.0
12/2/2021 7:55:00 AM,8,30.5
12/2/2021 8:00:00 AM,47,31.0
12/2/2021 8:05:00 AM,7,32.0
12/2/2021 8:10:00 AM,7,32.5
12/2/2021 8:15:00 AM,7,33.0
12/2/2021 8:20:00 AM,14,33.0
12/2/2021 8:25:00 AM,7,32.5
12/2/2021 8:30:00 AM,9,32.5
12/2/2021 8:35:00 AM,10,32.5
12/2/2021 8:40:00 AM,16,32.5
12/2/2021 8:45:00 AM,24,33.0
12/2/2021 8:50:00 AM,6,33.5
12/2/2021 8:55:00 AM,12,34.0
12/2/2021 9:00:00 AM,7,34.5
12/2/2021 9:05:00 AM,15,34.0
12/2/2021 9:10:00 AM,7,34.5
12/2/2021 9:15:00 AM,77,32.0
12/2/2021 9:20:00 AM,8,31.5
12/2/2021 9:25:00 AM,8,31.5
12/2/2021 9:30:00 AM,9,31.5
12/2/2021 9:35:00 AM,8,31.0
12/2/2021 9:40:00 AM,8,31.0
12/2/2021 9:45:00 AM,24,32.0
12/2/2021 9:50:00 AM,7,32.5
12/2/2021 9:55:00 AM,14,32.5
12/2/2021 10:00:00 AM,8,32.5
12/2/2021 10:05:00 AM,9,33.0
12/2/2021 10:10:00 AM,22,33.5
12/2/2021 10:15:00 AM,12,33.5
12/2/2021 10:20:00 AM,19,33.5
12/2/2021 10:25:00 AM,8,33.5
12/2/2021 10:30:00 AM,22,33.5
12/2/2021 10:35:00 AM,8,33.0
12/2/2021 10:40:00 AM,16,33.5
12/2/2021 10:45:00 AM,7,34.0
12/2/2021 10:50:00 AM,8,34.5
12/2/2021 10:55:00 AM,8,34.5
12/2/2021 11:00:00 AM,13,34.5
12/2/2021 11:05:00 AM,8,34.5
12/2/2021 11:10:00 AM,15,35.0
12/2/2021 11:15:00 AM,9,35.0
12/2/2021 11:20:00 AM,8,35.0
12/2/2021 11:25:00 AM,13,35.0
12/2/2021 11:30:00 AM,9,35.0
12/2/2021 11:35:00 AM,8,34.5
12/2/2021 11:40:00 AM,12,34.5
12/2/2021 11:45:00 AM,8,34.5
12/2/2021 11:50:00 AM,18,34.0
12/2/2021 11:55:00 AM,22,32.0
12/2/2021 12:00:00 PM,22,32.0
12/2/2021 12:05:00 PM,8,32.5
12/2/2021 12:10:00 PM,13,33.0
12/2/2021 12:15:00 PM,11,32.5
12/2/2021 12:20:00 PM,13,32.5
12/2/2021 12:25:00 PM,23,32.0
12/2/2021 12:30:00 PM,8,32.0
12/2/2021 12:35:00 PM,10,32.5
12/2/2021 12:40:00 PM,13,32.5
12/2/2021 12:45:00 PM,8,33.0
12/2/2021 12:50:00 PM,13,32.5
12/2/2021 12:55:00 PM,8,32.5
12/2/2021 1:00:00 PM,7,33.5
12/2/2021 1:05:00 PM,14,33.0
12/2/2021 1:10:00 PM,26,34.0
12/2/2021 1:15:00 PM,7,34.0
12/2/2021 1:20:00 PM,9,34.0
12/2/2021 1:25:00 PM,10,34.0
12/2/2021 1:30:00 PM,62,33.5
12/2/2021 1:35:00 PM,8,34.0
12/2/2021 1:40:00 PM,8,34.0
12/2/2021 1:45:00 PM,11,34.5
12/2/2021 1:50:00 PM,7,35.0
12/2/2021 1:55:00 PM,11,35.5
12/2/2021 2:00:00 PM,91,36.0
12/2/2021 2:05:00 PM,214,33.0
12/2/2021 2:10:00 PM,110,33.0
12/2/2021 2:15:00 PM,8,33.5
12/2/2021 2:20:00 PM,13,34.0
12/2/2021 2:25:00 PM,10,34.0
12/2/2021 2:30:00 PM,21,35.0
12/2/2021 2:35:00 PM,200,30.0
12/2/2021 2:40:00 PM,415,21.0
12/2/2021 2:45:00 PM,334,19.0
12/2/2021 2:50:00 PM,420,17.0
12/2/2021 2:55:00 PM,374,16.5
12/2/2021 3:00:00 PM,397,16.5
12/2/2021 3:05:00 PM,585,14.0
12/2/2021 3:10:00 PM,495,13.5
12/2/2021 3:15:00 PM,586,13.0
12/2/2021 3:20:00 PM,479,13.0
12/2/2021 3:25:00 PM,234,17.0
12/2/2021 3:30:00 PM,12,22.0
12/2/2021 3:35:00 PM,151,23.0
12/2/2021 3:40:00 PM,135,25.0
12/2/2021 3:45:00 PM,118,27.0
12/2/2021 3:50:00 PM,102,25.5
12/2/2021 3:55:00 PM,65,21.5
12/2/2021 4:00:00 PM,8,16.5
12/2/2021 4:05:00 PM,11,11.5
12/2/2021 4:10:00 PM,7,10.0
12/2/2021 4:15:00 PM,7,8.5
12/2/2021 4:20:00 PM,7,7.5
12/2/2021 4:25:00 PM,6,6.5
12/2/2021 4:30:00 PM,36,8.0
12/2/2021 4:35:00 PM,8,8.0
12/2/2021 4:40:00 PM,8,7.5
12/2/2021 4:45:00 PM,7,7.5
12/2/2021 4:50:00 PM,7,6.5
12/2/2021 4:55:00 PM,7,6.0
12/2/2021 5:00:00 PM,7,6.0
12/2/2021 5:05:00 PM,7,5.5
12/2/2021 5:10:00 PM,7,5.5
12/2/2021 5:15:00 PM,7,5.5
12/2/2021 5:20:00 PM,7,5.5
12/2/2021 5:25:00 PM,7,5.5
12/2/2021 5:30:00 PM,7,5.5
12/2/2021 5:35:00 PM,7,6.0
12/2/2021 5:40:00 PM,7,6.0
12/2/2021 5:45:00 PM,7,6.0
12/2/2021 5:50:00 PM,7,6.0
12/2/2021 5:55:00 PM,7,6.5
12/2/2021 6:00:00 PM,7,6.5
12/2/2021 6:05:00 PM,7,6.5
12/2/2021 6:10:00 PM,7,6.5
12/2/2021 6:15:00 PM,7,6.5
12/2/2021 6:20:00 PM,7,6.5
12/2/2021 6:25:00 PM,7,7.0
12/2/2021 6:30:00 PM,7,7.0
12/2/2021 6:35:00 PM,7,7.0
12/2/2021 6:40:00 PM,7,7.0
12/2/2021 6:45:00 PM,7,7.5
12/2/2021 6:50:00 PM,7,7.5
12/2/2021 6:55:00 PM,7,7.5
12/2/2021 7:00:00 PM,7,8.0
12/2/2021 7:05:00 PM,7,8.0
12/2/2021 7:10:00 PM,7,8.0
12/2/2021 7:15:00 PM,7,8.5
12/2/2021 7:20:00 PM,7,8.5
12/2/2021 7:25:00 PM,7,8.5
12/2/2021 7:30:00 PM,7,9.5
12/2/2021 7:35:00 PM,7,9.5
12/2/2021 7:40:00 PM,7,10.0
12/2/2021 7:45:00 PM,7,10.5
12/2/2021 7:50:00 PM,7,11.0
12/2/2021 7:55:00 PM,7,11.0
12/2/2021 8:00:00 PM,7,10.5
12/2/2021 8:05:00 PM,7,10.0
12/2/2021 8:10:00 PM,7,10.0
12/2/2021 8:15:00 PM,7,9.5
12/2/2021 8:20:00 PM,7,9.5
12/2/2021 8:25:00 PM,7,9.5
12/2/2021 8:30:00 PM,7,9.5
12/2/2021 8:35:00 PM,7,9.5
12/2/2021 8:40:00 PM,7,9.5
12/2/2021 8:45:00 PM,7,9.5
12/2/2021 8:50:00 PM,7,9.0
12/2/2021 8:55:00 PM,7,9.5
12/2/2021 9:00:00 PM,7,9.0
12/2/2021 9:05:00 PM,7,9.0
12/2/2021 9:10:00 PM,7,9.0
12/2/2021 9:15:00 PM,7,9.0
12/2/2021 9:20:00 PM,7,9.0
12/2/2021 9:25:00 PM,7,9.0
12/2/2021 9:30:00 PM,7,9.0
12/2/2021 9:35:00 PM,7,9.0
12/2/2021 9:40:00 PM,7,9.0
12/2/2021 9:45:00 PM,7,9.0
12/2/2021 9:50:00 PM,7,8.5
12/2/2021 9:55:00 PM,7,8.5
12/2/2021 10:00:00 PM,7,8.0
12/2/2021 10:05:00 PM,7,8.0
12/2/2021 10:10:00 PM,7,8.0
12/2/2021 10:15:00 PM,7,8.0
12/2/2021 10:20:00 PM,7,8.0
12/2/2021 10:25:00 PM,7,8.0
12/2/2021 10:30:00 PM,7,8.0
12/2/2021 10:35:00 PM,7,8.0
12/2/2021 10:40:00 PM,7,8.0
12/2/2021 10:45:00 PM,7,8.0
12/2/2021 10:50:00 PM,7,7.5
12/2/2021 10:55:00 PM,7,7.5
12/2/2021 11:00:00 PM,7,7.5
12/2/2021 11:05:00 PM,7,7.5
12/2/2021 11:10:00 PM,7,7.5
12/2/2021 11:15:00 PM,7,7.5
12/2/2021 11:20:00 PM,7,7.0
12/2/2021 11:25:00 PM,7,7.0
12/2/2021 11:30:00 PM,7,7.0
12/2/2021 11:35:00 PM,7,6.5
12/2/2021 11:40:00 PM,7,6.5
12/2/2021 11:45:00 PM,7,6.5
12/2/2021 11:50:00 PM,7,6.5
12/2/2021 11:55:00 PM,7,6.0
12/3/2021 12:00:00 AM,7,6.0
12/3/2021 12:05:00 AM,7,5.5
12/3/2021 12:10:00 AM,7,5.5
12/3/2021 12:15:00 AM,7,5.0
12/3/2021 12:20:00 AM,7,5.0
12/3/2021 12:25:00 AM,7,5.0
12/3/2021 12:30:00 AM,7,4.5
12/3/2021 12:35:00 AM,7,4.5
12/3/2021 12:40:00 AM,7,4.5
12/3/2021 12:45:00 AM,7,4.5
12/3/2021 12:50:00 AM,7,4.0
12/3/2021 12:55:00 AM,7,4.0
12/3/2021 1:00:00 AM,7,4.5
12/3/2021 1:05:00 AM,7,4.0
12/3/2021 1:10:00 AM,7,3.5
12/3/2021 1:15:00 AM,7,3.5
12/3/2021 1:20:00 AM,7,3.5
12/3/2021 1:25:00 AM,7,3.0
12/3/2021 1:30:00 AM,7,3.0
12/3/2021 1:35:00 AM,7,3.0
12/3/2021 1:40:00 AM,7,3.0
12/3/2021 1:45:00 AM,7,2.5
12/3/2021 1:50:00 AM,7,2.5
12/3/2021 1:55:00 AM,7,2.5
12/3/2021 2:00:00 AM,7,2.5
12/3/2021 2:05:00 AM,7,2.5
12/3/2021 2:10:00 AM,7,2.5
12/3/2021 2:15:00 AM,7,2.5
12/3/2021 2:20:00 AM,7,2.5
12/3/2021 2:25:00 AM,8,2.5
12/3/2021 2:30:00 AM,7,2.0
12/3/2021 2:35:00 AM,7,2.5
12/3/2021 2:40:00 AM,7,2.0
