Product Type: Litetrack RF-40
Product ID: 33452
Firmware Version: V8.107.0

GMT Time,ODBA,Temperature [C]
11/28/2021 5:15:00 PM,346,18.5
11/28/2021 5:20:00 PM,248,22.5
11/28/2021 5:25:00 PM,19,27.5
11/28/2021 5:30:00 PM,19,31.5
11/28/2021 5:35:00 PM,7,32.5
11/28/2021 5:40:00 PM,23,33.5
11/28/2021 5:45:00 PM,27,34.0
11/28/2021 5:50:00 PM,11,33.0
11/28/2021 5:55:00 PM,7,33.0
11/28/2021 6:00:00 PM,14,33.0
11/28/2021 6:05:00 PM,14,33.0
11/28/2021 6:10:00 PM,7,32.5
11/28/2021 6:15:00 PM,24,32.0
11/28/2021 6:20:00 PM,16,32.5
11/28/2021 6:25:00 PM,7,32.5
11/28/2021 6:30:00 PM,7,33.0
11/28/2021 6:35:00 PM,21,33.5
11/28/2021 6:40:00 PM,33,33.0
11/28/2021 6:45:00 PM,31,32.5
11/28/2021 6:50:00 PM,35,32.5
11/28/2021 6:55:00 PM,24,31.0
11/28/2021 7:00:00 PM,12,28.0
11/28/2021 7:05:00 PM,7,26.0
11/28/2021 7:10:00 PM,38,28.0
11/28/2021 7:15:00 PM,6,29.5
11/28/2021 7:20:00 PM,7,30.5
11/28/2021 7:25:00 PM,7,31.5
11/28/2021 7:30:00 PM,22,30.0
11/28/2021 7:35:00 PM,8,28.0
11/28/2021 7:40:00 PM,34,27.0
11/28/2021 7:45:00 PM,41,26.0
11/28/2021 7:50:00 PM,73,26.5
11/28/2021 7:55:00 PM,399,24.0
11/28/2021 8:00:00 PM,290,24.0
11/28/2021 8:05:00 PM,357,22.5
11/28/2021 8:10:00 PM,247,24.0
11/28/2021 8:15:00 PM,178,25.5
11/28/2021 8:20:00 PM,46,28.0
11/28/2021 8:25:00 PM,9,30.0
11/28/2021 8:30:00 PM,31,31.0
11/28/2021 8:35:00 PM,7,33.0
11/28/2021 8:40:00 PM,15,33.5
11/28/2021 8:45:00 PM,16,34.0
11/28/2021 8:50:00 PM,7,34.5
11/28/2021 8:55:00 PM,9,34.5
11/28/2021 9:00:00 PM,7,36.0
11/28/2021 9:05:00 PM,15,34.5
11/28/2021 9:10:00 PM,8,34.5
11/28/2021 9:15:00 PM,30,34.5
11/28/2021 9:20:00 PM,24,34.0
11/28/2021 9:25:00 PM,10,35.0
11/28/2021 9:30:00 PM,18,35.5
11/28/2021 9:35:00 PM,12,35.5
11/28/2021 9:40:00 PM,108,33.5
11/28/2021 9:45:00 PM,211,30.0
11/28/2021 9:50:00 PM,273,28.0
11/28/2021 9:55:00 PM,261,27.0
11/28/2021 10:00:00 PM,363,25.5
11/28/2021 10:05:00 PM,364,22.5
11/28/2021 10:10:00 PM,553,20.0
11/28/2021 10:15:00 PM,379,20.5
11/28/2021 10:20:00 PM,247,21.0
11/28/2021 10:25:00 PM,272,23.0
11/28/2021 10:30:00 PM,261,23.0
11/28/2021 10:35:00 PM,277,23.0
11/28/2021 10:40:00 PM,260,24.5
11/28/2021 10:45:00 PM,277,26.0
11/28/2021 10:50:00 PM,286,25.5
11/28/2021 10:55:00 PM,451,24.0
11/28/2021 11:00:00 PM,441,24.5
11/28/2021 11:05:00 PM,8,29.0
11/28/2021 11:10:00 PM,47,30.0
11/28/2021 11:15:00 PM,20,32.5
11/28/2021 11:20:00 PM,19,33.5
11/28/2021 11:25:00 PM,8,34.5
11/28/2021 11:30:00 PM,8,34.5
11/28/2021 11:35:00 PM,8,35.0
11/28/2021 11:40:00 PM,14,35.0
11/28/2021 11:45:00 PM,26,34.5
11/28/2021 11:50:00 PM,159,30.5
11/28/2021 11:55:00 PM,383,25.0
11/29/2021 12:00:00 AM,330,23.0
11/29/2021 12:05:00 AM,399,20.5
11/29/2021 12:10:00 AM,210,21.5
11/29/2021 12:15:00 AM,228,23.5
11/29/2021 12:20:00 AM,358,21.5
11/29/2021 12:25:00 AM,412,20.0
11/29/2021 12:30:00 AM,403,19.5
11/29/2021 12:35:00 AM,438,18.5
11/29/2021 12:40:00 AM,438,17.0
11/29/2021 12:45:00 AM,399,17.0
11/29/2021 12:50:00 AM,421,15.5
11/29/2021 12:55:00 AM,349,15.5
11/29/2021 1:00:00 AM,351,16.5
11/29/2021 1:05:00 AM,335,16.0
11/29/2021 1:10:00 AM,427,16.0
11/29/2021 1:15:00 AM,465,16.5
11/29/2021 1:20:00 AM,390,16.0
11/29/2021 1:25:00 AM,420,15.5
11/29/2021 1:30:00 AM,390,16.5
11/29/2021 1:35:00 AM,497,15.5
11/29/2021 1:40:00 AM,336,18.0
11/29/2021 1:45:00 AM,414,17.0
11/29/2021 1:50:00 AM,296,16.0
11/29/2021 1:55:00 AM,295,16.5
11/29/2021 2:00:00 AM,365,16.5
11/29/2021 2:05:00 AM,350,15.5
11/29/2021 2:10:00 AM,267,15.5
11/29/2021 2:15:00 AM,286,15.5
11/29/2021 2:20:00 AM,308,15.0
11/29/2021 2:25:00 AM,492,14.5
11/29/2021 2:30:00 AM,464,15.0
11/29/2021 2:35:00 AM,228,16.0
11/29/2021 2:40:00 AM,167,17.5
11/29/2021 2:45:00 AM,314,15.0
11/29/2021 2:50:00 AM,396,16.5
11/29/2021 2:55:00 AM,146,20.0
11/29/2021 3:00:00 AM,133,23.0
11/29/2021 3:05:00 AM,135,22.5
11/29/2021 3:10:00 AM,286,18.5
11/29/2021 3:15:00 AM,454,17.5
11/29/2021 3:20:00 AM,466,19.0
11/29/2021 3:25:00 AM,35,24.0
11/29/2021 3:30:00 AM,7,28.5
11/29/2021 3:35:00 AM,7,30.5
11/29/2021 3:40:00 AM,7,32.0
11/29/2021 3:45:00 AM,17,34.0
11/29/2021 3:50:00 AM,8,34.0
11/29/2021 3:55:00 AM,9,34.0
11/29/2021 4:00:00 AM,7,33.5
11/29/2021 4:05:00 AM,7,33.5
11/29/2021 4:10:00 AM,7,33.5
11/29/2021 4:15:00 AM,15,33.5
11/29/2021 4:20:00 AM,11,33.0
11/29/2021 4:25:00 AM,10,33.5
11/29/2021 4:30:00 AM,9,34.0
11/29/2021 4:35:00 AM,7,34.0
11/29/2021 4:40:00 AM,9,34.0
11/29/2021 4:45:00 AM,15,33.5
11/29/2021 4:50:00 AM,7,33.0
11/29/2021 4:55:00 AM,7,32.5
11/29/2021 5:00:00 AM,7,32.5
11/29/2021 5:05:00 AM,8,32.5
11/29/2021 5:10:00 AM,20,32.5
11/29/2021 5:15:00 AM,15,32.0
11/29/2021 5:20:00 AM,22,31.5
11/29/2021 5:25:00 AM,8,31.0
11/29/2021 5:30:00 AM,8,30.0
11/29/2021 5:35:00 AM,8,29.5
11/29/2021 5:40:00 AM,20,28.5
11/29/2021 5:45:00 AM,12,29.0
11/29/2021 5:50:00 AM,8,29.0
11/29/2021 5:55:00 AM,8,28.5
11/29/2021 6:00:00 AM,21,28.5
11/29/2021 6:05:00 AM,14,30.0
11/29/2021 6:10:00 AM,7,31.0
11/29/2021 6:15:00 AM,7,31.5
11/29/2021 6:20:00 AM,9,32.0
11/29/2021 6:25:00 AM,9,32.5
11/29/2021 6:30:00 AM,7,32.5
11/29/2021 6:35:00 AM,8,33.0
11/29/2021 6:40:00 AM,7,33.0
11/29/2021 6:45:00 AM,8,33.0
11/29/2021 6:50:00 AM,14,32.5
11/29/2021 6:55:00 AM,7,32.0
11/29/2021 7:00:00 AM,14,32.0
11/29/2021 7:05:00 AM,7,32.5
11/29/2021 7:10:00 AM,7,32.0
11/29/2021 7:15:00 AM,14,32.5
11/29/2021 7:20:00 AM,12,32.5
11/29/2021 7:25:00 AM,9,32.5
11/29/2021 7:30:00 AM,14,32.5
11/29/2021 7:35:00 AM,12,32.0
11/29/2021 7:40:00 AM,7,31.5
11/29/2021 7:45:00 AM,7,31.5
11/29/2021 7:50:00 AM,7,31.0
11/29/2021 7:55:00 AM,31,31.0
11/29/2021 8:00:00 AM,7,32.0
11/29/2021 8:05:00 AM,11,32.5
11/29/2021 8:10:00 AM,8,33.5
11/29/2021 8:15:00 AM,8,34.0
11/29/2021 8:20:00 AM,11,34.0
11/29/2021 8:25:00 AM,8,34.0
11/29/2021 8:30:00 AM,8,34.0
11/29/2021 8:35:00 AM,105,32.5
11/29/2021 8:40:00 AM,13,33.0
11/29/2021 8:45:00 AM,7,33.5
11/29/2021 8:50:00 AM,7,33.5
11/29/2021 8:55:00 AM,7,34.0
11/29/2021 9:00:00 AM,8,34.0
11/29/2021 9:05:00 AM,8,34.0
11/29/2021 9:10:00 AM,14,34.0
11/29/2021 9:15:00 AM,16,34.0
11/29/2021 9:20:00 AM,9,34.0
11/29/2021 9:25:00 AM,10,34.0
11/29/2021 9:30:00 AM,15,34.0
11/29/2021 9:35:00 AM,7,34.5
11/29/2021 9:40:00 AM,8,34.5
11/29/2021 9:45:00 AM,7,34.5
11/29/2021 9:50:00 AM,9,35.0
11/29/2021 9:55:00 AM,12,34.5
11/29/2021 10:00:00 AM,33,34.0
11/29/2021 10:05:00 AM,7,33.5
11/29/2021 10:10:00 AM,11,33.5
11/29/2021 10:15:00 AM,7,34.0
11/29/2021 10:20:00 AM,8,34.0
11/29/2021 10:25:00 AM,26,34.5
11/29/2021 10:30:00 AM,7,34.0
11/29/2021 10:35:00 AM,7,34.5
11/29/2021 10:40:00 AM,8,34.5
11/29/2021 10:45:00 AM,6,34.5
11/29/2021 10:50:00 AM,18,34.0
11/29/2021 10:55:00 AM,17,34.5
11/29/2021 11:00:00 AM,8,35.0
11/29/2021 11:05:00 AM,10,35.0
11/29/2021 11:10:00 AM,7,35.0
11/29/2021 11:15:00 AM,8,35.5
11/29/2021 11:20:00 AM,8,35.0
11/29/2021 11:25:00 AM,46,34.5
11/29/2021 11:30:00 AM,11,34.5
11/29/2021 11:35:00 AM,7,34.5
11/29/2021 11:40:00 AM,8,35.0
11/29/2021 11:45:00 AM,8,35.0
11/29/2021 11:50:00 AM,7,35.0
11/29/2021 11:55:00 AM,7,35.0
11/29/2021 12:00:00 PM,20,35.5
11/29/2021 12:05:00 PM,9,35.5
11/29/2021 12:10:00 PM,7,35.5
11/29/2021 12:15:00 PM,8,35.5
11/29/2021 12:20:00 PM,7,35.5
11/29/2021 12:25:00 PM,72,36.0
11/29/2021 12:30:00 PM,41,34.0
11/29/2021 12:35:00 PM,11,35.0
11/29/2021 12:40:00 PM,7,35.0
11/29/2021 12:45:00 PM,7,36.0
11/29/2021 12:50:00 PM,10,36.0
11/29/2021 12:55:00 PM,7,36.0
11/29/2021 1:00:00 PM,9,36.5
11/29/2021 1:05:00 PM,24,35.5
11/29/2021 1:10:00 PM,13,35.0
11/29/2021 1:15:00 PM,9,35.5
11/29/2021 1:20:00 PM,11,35.5
11/29/2021 1:25:00 PM,32,34.5
11/29/2021 1:30:00 PM,12,35.0
11/29/2021 1:35:00 PM,7,35.0
11/29/2021 1:40:00 PM,10,35.0
11/29/2021 1:45:00 PM,27,35.5
11/29/2021 1:50:00 PM,193,34.5
11/29/2021 1:55:00 PM,15,34.5
11/29/2021 2:00:00 PM,7,35.5
11/29/2021 2:05:00 PM,8,35.0
11/29/2021 2:10:00 PM,23,35.5
11/29/2021 2:15:00 PM,244,33.5
11/29/2021 2:20:00 PM,476,26.0
11/29/2021 2:25:00 PM,474,20.5
11/29/2021 2:30:00 PM,597,18.0
11/29/2021 2:35:00 PM,278,16.5
11/29/2021 2:40:00 PM,331,18.0
11/29/2021 2:45:00 PM,227,20.5
11/29/2021 2:50:00 PM,227,21.0
11/29/2021 2:55:00 PM,249,21.5
11/29/2021 3:00:00 PM,247,22.5
11/29/2021 3:05:00 PM,246,22.0
11/29/2021 3:10:00 PM,202,22.0
11/29/2021 3:15:00 PM,252,23.5
11/29/2021 3:20:00 PM,583,21.0
11/29/2021 3:25:00 PM,460,17.0
11/29/2021 3:30:00 PM,537,16.0
11/29/2021 3:35:00 PM,361,15.0
11/29/2021 3:40:00 PM,419,14.0
11/29/2021 3:45:00 PM,400,15.5
11/29/2021 3:50:00 PM,226,19.5
11/29/2021 3:55:00 PM,13,23.5
11/29/2021 4:00:00 PM,10,26.5
11/29/2021 4:05:00 PM,8,26.5
11/29/2021 4:10:00 PM,12,27.0
11/29/2021 4:15:00 PM,124,27.0
11/29/2021 4:20:00 PM,492,21.0
11/29/2021 4:25:00 PM,493,17.0
11/29/2021 4:30:00 PM,353,17.0
11/29/2021 4:35:00 PM,503,14.5
11/29/2021 4:40:00 PM,438,14.5
11/29/2021 4:45:00 PM,467,16.0
11/29/2021 4:50:00 PM,528,14.5
11/29/2021 4:55:00 PM,485,14.5
11/29/2021 5:00:00 PM,523,15.0
11/29/2021 5:05:00 PM,557,15.0
11/29/2021 5:10:00 PM,609,15.0
11/29/2021 5:15:00 PM,391,16.0
11/29/2021 5:20:00 PM,377,15.5
11/29/2021 5:25:00 PM,620,14.5
11/29/2021 5:30:00 PM,501,13.5
11/29/2021 5:35:00 PM,652,14.5
11/29/2021 5:40:00 PM,378,16.0
11/29/2021 5:45:00 PM,668,14.5
11/29/2021 5:50:00 PM,522,14.5
11/29/2021 5:55:00 PM,345,16.5
11/29/2021 6:00:00 PM,422,18.0
11/29/2021 6:05:00 PM,454,17.0
11/29/2021 6:10:00 PM,445,17.5
11/29/2021 6:15:00 PM,393,17.5
11/29/2021 6:20:00 PM,424,17.5
11/29/2021 6:25:00 PM,297,18.5
11/29/2021 6:30:00 PM,343,19.0
11/29/2021 6:35:00 PM,150,20.5
11/29/2021 6:40:00 PM,193,21.0
11/29/2021 6:45:00 PM,371,20.0
11/29/2021 6:50:00 PM,413,18.0
11/29/2021 6:55:00 PM,290,18.5
11/29/2021 7:00:00 PM,423,17.0
11/29/2021 7:05:00 PM,191,17.5
11/29/2021 7:10:00 PM,468,17.0
11/29/2021 7:15:00 PM,460,17.0
11/29/2021 7:20:00 PM,320,16.5
11/29/2021 7:25:00 PM,317,16.5
11/29/2021 7:30:00 PM,427,16.5
11/29/2021 7:35:00 PM,463,16.0
11/29/2021 7:40:00 PM,437,16.5
11/29/2021 7:45:00 PM,357,19.5
11/29/2021 7:50:00 PM,87,24.5
11/29/2021 7:55:00 PM,7,26.5
11/29/2021 8:00:00 PM,13,28.0
11/29/2021 8:05:00 PM,8,29.0
11/29/2021 8:10:00 PM,55,29.5
11/29/2021 8:15:00 PM,7,32.0
11/29/2021 8:20:00 PM,7,32.5
11/29/2021 8:25:00 PM,7,33.5
11/29/2021 8:30:00 PM,31,32.0
11/29/2021 8:35:00 PM,18,33.5
11/29/2021 8:40:00 PM,7,34.5
11/29/2021 8:45:00 PM,8,35.0
11/29/2021 8:50:00 PM,9,35.0
11/29/2021 8:55:00 PM,10,34.0
11/29/2021 9:00:00 PM,7,34.0
11/29/2021 9:05:00 PM,13,33.5
11/29/2021 9:10:00 PM,19,33.0
11/29/2021 9:15:00 PM,7,33.0
11/29/2021 9:20:00 PM,7,32.5
11/29/2021 9:25:00 PM,11,32.5
11/29/2021 9:30:00 PM,32,32.5
11/29/2021 9:35:00 PM,8,33.0
11/29/2021 9:40:00 PM,8,34.0
11/29/2021 9:45:00 PM,10,34.5
11/29/2021 9:50:00 PM,9,35.0
11/29/2021 9:55:00 PM,8,34.5
11/29/2021 10:00:00 PM,17,35.0
11/29/2021 10:05:00 PM,23,35.0
11/29/2021 10:10:00 PM,10,35.0
11/29/2021 10:15:00 PM,101,35.0
11/29/2021 10:20:00 PM,354,28.5
11/29/2021 10:25:00 PM,409,24.0
11/29/2021 10:30:00 PM,336,22.5
11/29/2021 10:35:00 PM,401,20.5
11/29/2021 10:40:00 PM,450,20.5
11/29/2021 10:45:00 PM,208,22.5
11/29/2021 10:50:00 PM,395,20.5
11/29/2021 10:55:00 PM,312,19.5
11/29/2021 11:00:00 PM,269,20.0
11/29/2021 11:05:00 PM,450,18.0
11/29/2021 11:10:00 PM,384,18.0
11/29/2021 11:15:00 PM,261,18.5
11/29/2021 11:20:00 PM,295,19.0
11/29/2021 11:25:00 PM,348,18.5
11/29/2021 11:30:00 PM,419,18.5
11/29/2021 11:35:00 PM,367,18.5
11/29/2021 11:40:00 PM,397,19.5
11/29/2021 11:45:00 PM,257,21.5
11/29/2021 11:50:00 PM,247,21.0
11/29/2021 11:55:00 PM,191,22.0
11/30/2021 12:00:00 AM,210,22.5
11/30/2021 12:05:00 AM,213,22.0
11/30/2021 12:10:00 AM,231,22.0
11/30/2021 12:15:00 AM,205,22.5
11/30/2021 12:20:00 AM,254,22.0
11/30/2021 12:25:00 AM,216,22.0
11/30/2021 12:30:00 AM,204,22.0
11/30/2021 12:35:00 AM,229,22.0
11/30/2021 12:40:00 AM,224,22.0
11/30/2021 12:45:00 AM,219,21.5
11/30/2021 12:50:00 AM,215,21.5
11/30/2021 12:55:00 AM,267,21.5
11/30/2021 1:00:00 AM,305,21.5
11/30/2021 1:05:00 AM,168,21.0
11/30/2021 1:10:00 AM,205,20.5
11/30/2021 1:15:00 AM,149,21.0
11/30/2021 1:20:00 AM,231,19.5
11/30/2021 1:25:00 AM,151,19.5
11/30/2021 1:30:00 AM,280,17.0
11/30/2021 1:35:00 AM,354,16.5
11/30/2021 1:40:00 AM,280,16.5
11/30/2021 1:45:00 AM,464,15.0
11/30/2021 1:50:00 AM,63,22.5
11/30/2021 1:55:00 AM,7,27.5
11/30/2021 2:00:00 AM,8,31.0
11/30/2021 2:05:00 AM,11,32.0
11/30/2021 2:10:00 AM,9,33.0
11/30/2021 2:15:00 AM,16,33.5
11/30/2021 2:20:00 AM,17,33.5
11/30/2021 2:25:00 AM,39,33.0
11/30/2021 2:30:00 AM,7,33.0
11/30/2021 2:35:00 AM,7,33.5
11/30/2021 2:40:00 AM,8,33.5
11/30/2021 2:45:00 AM,12,33.5
11/30/2021 2:50:00 AM,8,33.5
11/30/2021 2:55:00 AM,7,33.5
11/30/2021 3:00:00 AM,15,33.5
11/30/2021 3:05:00 AM,7,33.5
11/30/2021 3:10:00 AM,7,33.5
11/30/2021 3:15:00 AM,12,33.0
11/30/2021 3:20:00 AM,11,31.5
11/30/2021 3:25:00 AM,7,30.5
11/30/2021 3:30:00 AM,11,31.5
11/30/2021 3:35:00 AM,11,32.0
11/30/2021 3:40:00 AM,10,31.5
11/30/2021 3:45:00 AM,14,32.0
11/30/2021 3:50:00 AM,7,32.5
11/30/2021 3:55:00 AM,7,33.0
11/30/2021 4:00:00 AM,8,33.0
11/30/2021 4:05:00 AM,7,33.0
11/30/2021 4:10:00 AM,10,32.5
11/30/2021 4:15:00 AM,8,32.0
11/30/2021 4:20:00 AM,12,31.5
11/30/2021 4:25:00 AM,19,30.5
11/30/2021 4:30:00 AM,54,32.0
11/30/2021 4:35:00 AM,7,33.0
11/30/2021 4:40:00 AM,8,33.5
11/30/2021 4:45:00 AM,8,34.0
11/30/2021 4:50:00 AM,10,34.0
11/30/2021 4:55:00 AM,18,34.0
11/30/2021 5:00:00 AM,9,33.0
11/30/2021 5:05:00 AM,11,33.0
11/30/2021 5:10:00 AM,21,33.0
11/30/2021 5:15:00 AM,7,32.5
11/30/2021 5:20:00 AM,13,33.0
11/30/2021 5:25:00 AM,18,34.0
11/30/2021 5:30:00 AM,7,34.0
11/30/2021 5:35:00 AM,7,34.5
11/30/2021 5:40:00 AM,7,35.0
11/30/2021 5:45:00 AM,33,34.0
11/30/2021 5:50:00 AM,8,34.5
11/30/2021 5:55:00 AM,12,35.0
11/30/2021 6:00:00 AM,95,34.0
11/30/2021 6:05:00 AM,7,33.5
11/30/2021 6:10:00 AM,7,34.0
11/30/2021 6:15:00 AM,7,34.0
11/30/2021 6:20:00 AM,8,34.0
11/30/2021 6:25:00 AM,7,33.5
11/30/2021 6:30:00 AM,8,33.5
11/30/2021 6:35:00 AM,11,33.5
11/30/2021 6:40:00 AM,9,33.0
11/30/2021 6:45:00 AM,7,33.0
11/30/2021 6:50:00 AM,7,33.0
11/30/2021 6:55:00 AM,7,33.0
11/30/2021 7:00:00 AM,9,33.0
11/30/2021 7:05:00 AM,15,33.0
11/30/2021 7:10:00 AM,7,33.0
11/30/2021 7:15:00 AM,7,33.5
11/30/2021 7:20:00 AM,8,33.5
11/30/2021 7:25:00 AM,11,34.0
11/30/2021 7:30:00 AM,7,34.0
11/30/2021 7:35:00 AM,7,34.0
11/30/2021 7:40:00 AM,7,34.0
11/30/2021 7:45:00 AM,25,32.0
11/30/2021 7:50:00 AM,7,32.0
11/30/2021 7:55:00 AM,13,33.0
11/30/2021 8:00:00 AM,7,34.0
11/30/2021 8:05:00 AM,6,34.0
11/30/2021 8:10:00 AM,15,34.0
11/30/2021 8:15:00 AM,14,32.0
11/30/2021 8:20:00 AM,30,30.5
11/30/2021 8:25:00 AM,20,29.0
11/30/2021 8:30:00 AM,7,29.0
11/30/2021 8:35:00 AM,7,29.5
11/30/2021 8:40:00 AM,8,30.5
11/30/2021 8:45:00 AM,7,31.0
11/30/2021 8:50:00 AM,20,31.0
11/30/2021 8:55:00 AM,8,32.5
11/30/2021 9:00:00 AM,8,33.0
11/30/2021 9:05:00 AM,7,33.5
11/30/2021 9:10:00 AM,11,33.5
11/30/2021 9:15:00 AM,9,33.0
11/30/2021 9:20:00 AM,29,33.0
11/30/2021 9:25:00 AM,14,33.5
11/30/2021 9:30:00 AM,7,33.5
11/30/2021 9:35:00 AM,8,33.0
11/30/2021 9:40:00 AM,7,32.5
11/30/2021 9:45:00 AM,8,32.5
11/30/2021 9:50:00 AM,16,33.5
11/30/2021 9:55:00 AM,84,32.0
11/30/2021 10:00:00 AM,17,33.5
11/30/2021 10:05:00 AM,7,33.5
11/30/2021 10:10:00 AM,15,34.0
11/30/2021 10:15:00 AM,7,34.0
11/30/2021 10:20:00 AM,7,34.0
11/30/2021 10:25:00 AM,14,34.0
11/30/2021 10:30:00 AM,10,34.0
11/30/2021 10:35:00 AM,8,34.0
11/30/2021 10:40:00 AM,7,34.0
11/30/2021 10:45:00 AM,12,34.5
11/30/2021 10:50:00 AM,41,34.0
11/30/2021 10:55:00 AM,9,34.0
11/30/2021 11:00:00 AM,7,33.5
11/30/2021 11:05:00 AM,7,33.0
11/30/2021 11:10:00 AM,7,33.0
11/30/2021 11:15:00 AM,18,33.0
11/30/2021 11:20:00 AM,14,33.0
11/30/2021 11:25:00 AM,7,34.0
11/30/2021 11:30:00 AM,7,34.5
11/30/2021 11:35:00 AM,10,34.5
11/30/2021 11:40:00 AM,10,34.0
11/30/2021 11:45:00 AM,9,34.0
11/30/2021 11:50:00 AM,11,34.0
11/30/2021 11:55:00 AM,12,34.0
11/30/2021 12:00:00 PM,7,34.0
11/30/2021 12:05:00 PM,36,33.5
11/30/2021 12:10:00 PM,9,34.0
11/30/2021 12:15:00 PM,13,35.0
11/30/2021 12:20:00 PM,15,34.0
11/30/2021 12:25:00 PM,8,33.5
11/30/2021 12:30:00 PM,17,34.5
11/30/2021 12:35:00 PM,13,35.0
11/30/2021 12:40:00 PM,11,35.5
11/30/2021 12:45:00 PM,8,35.5
11/30/2021 12:50:00 PM,11,36.0
11/30/2021 12:55:00 PM,25,36.0
11/30/2021 1:00:00 PM,9,36.0
11/30/2021 1:05:00 PM,18,35.5
11/30/2021 1:10:00 PM,25,35.0
11/30/2021 1:15:00 PM,8,35.0
11/30/2021 1:20:00 PM,8,34.5
11/30/2021 1:25:00 PM,17,35.0
11/30/2021 1:30:00 PM,11,34.5
11/30/2021 1:35:00 PM,10,34.5
11/30/2021 1:40:00 PM,35,33.0
11/30/2021 1:45:00 PM,9,33.0
11/30/2021 1:50:00 PM,14,33.5
11/30/2021 1:55:00 PM,11,34.5
11/30/2021 2:00:00 PM,11,34.5
11/30/2021 2:05:00 PM,102,33.5
11/30/2021 2:10:00 PM,229,31.0
11/30/2021 2:15:00 PM,183,33.0
11/30/2021 2:20:00 PM,10,34.0
11/30/2021 2:25:00 PM,36,34.0
11/30/2021 2:30:00 PM,11,35.5
11/30/2021 2:35:00 PM,8,35.5
11/30/2021 2:40:00 PM,76,32.5
11/30/2021 2:45:00 PM,32,31.0
11/30/2021 2:50:00 PM,346,25.0
11/30/2021 2:55:00 PM,441,18.5
11/30/2021 3:00:00 PM,175,19.5
11/30/2021 3:05:00 PM,133,19.0
11/30/2021 3:10:00 PM,161,18.5
11/30/2021 3:15:00 PM,101,19.5
11/30/2021 3:20:00 PM,144,18.5
11/30/2021 3:25:00 PM,162,18.5
11/30/2021 3:30:00 PM,454,16.0
11/30/2021 3:35:00 PM,432,14.0
11/30/2021 3:40:00 PM,190,14.5
11/30/2021 3:45:00 PM,502,13.5
11/30/2021 3:50:00 PM,516,12.5
11/30/2021 3:55:00 PM,551,12.5
11/30/2021 4:00:00 PM,414,13.0
11/30/2021 4:05:00 PM,362,12.5
11/30/2021 4:10:00 PM,470,12.5
11/30/2021 4:15:00 PM,463,13.0
11/30/2021 4:20:00 PM,418,13.0
11/30/2021 4:25:00 PM,414,13.5
11/30/2021 4:30:00 PM,498,13.5
11/30/2021 4:35:00 PM,505,13.0
11/30/2021 4:40:00 PM,502,14.5
11/30/2021 4:45:00 PM,350,15.0
11/30/2021 4:50:00 PM,435,13.0
11/30/2021 4:55:00 PM,476,12.0
11/30/2021 5:00:00 PM,400,13.0
11/30/2021 5:05:00 PM,348,14.0
11/30/2021 5:10:00 PM,373,13.5
11/30/2021 5:15:00 PM,234,14.0
11/30/2021 5:20:00 PM,211,14.0
11/30/2021 5:25:00 PM,352,12.5
11/30/2021 5:30:00 PM,374,12.5
11/30/2021 5:35:00 PM,296,12.0
11/30/2021 5:40:00 PM,297,13.0
11/30/2021 5:45:00 PM,363,14.0
11/30/2021 5:50:00 PM,335,14.5
11/30/2021 5:55:00 PM,424,14.0
11/30/2021 6:00:00 PM,210,15.0
11/30/2021 6:05:00 PM,526,12.5
11/30/2021 6:10:00 PM,388,13.0
11/30/2021 6:15:00 PM,437,14.0
11/30/2021 6:20:00 PM,460,14.5
11/30/2021 6:25:00 PM,261,22.5
11/30/2021 6:30:00 PM,20,21.0
11/30/2021 6:35:00 PM,17,21.0
11/30/2021 6:40:00 PM,19,21.0
11/30/2021 6:45:00 PM,7,22.5
11/30/2021 6:50:00 PM,26,22.0
11/30/2021 6:55:00 PM,7,23.5
11/30/2021 7:00:00 PM,10,23.5
11/30/2021 7:05:00 PM,9,24.0
11/30/2021 7:10:00 PM,8,24.5
11/30/2021 7:15:00 PM,14,24.5
11/30/2021 7:20:00 PM,9,25.0
11/30/2021 7:25:00 PM,8,25.0
11/30/2021 7:30:00 PM,9,25.0
11/30/2021 7:35:00 PM,9,25.0
11/30/2021 7:40:00 PM,11,25.0
11/30/2021 7:45:00 PM,70,25.5
11/30/2021 7:50:00 PM,7,26.0
11/30/2021 7:55:00 PM,7,26.5
11/30/2021 8:00:00 PM,9,27.0
11/30/2021 8:05:00 PM,9,27.0
11/30/2021 8:10:00 PM,8,27.5
11/30/2021 8:15:00 PM,7,28.0
11/30/2021 8:20:00 PM,10,28.0
11/30/2021 8:25:00 PM,71,28.0
11/30/2021 8:30:00 PM,247,25.0
11/30/2021 8:35:00 PM,154,27.0
11/30/2021 8:40:00 PM,99,30.5
11/30/2021 8:45:00 PM,48,34.0
11/30/2021 8:50:00 PM,71,34.0
11/30/2021 8:55:00 PM,242,31.0
11/30/2021 9:00:00 PM,389,26.0
11/30/2021 9:05:00 PM,411,22.0
11/30/2021 9:10:00 PM,296,20.5
11/30/2021 9:15:00 PM,279,19.5
11/30/2021 9:20:00 PM,439,17.0
11/30/2021 9:25:00 PM,325,16.5
11/30/2021 9:30:00 PM,508,15.0
11/30/2021 9:35:00 PM,436,16.0
11/30/2021 9:40:00 PM,394,17.0
11/30/2021 9:45:00 PM,320,19.5
11/30/2021 9:50:00 PM,309,18.5
11/30/2021 9:55:00 PM,256,18.5
